Timestamp(ms),Source,Destination, Length(Mb)
0,Abuja,Al-Iskandariyah-(Alexandria),0.5687357254430632
0,Abuja,Al-Qahirah-(Cairo),0.9984792171939922
0,Abuja,Ankara,0.8235449621964885
0,Abuja,Irbil-(Erbil),1.2053062539648367
0,Abuja,Haerbin,0.6313593609631822
0,Abuja,Lagos,1.1374737567728177
0,Abuja,Tomsk,0.04928502206092089
0,Abuja,Tehran,1.1084778159894122
0,Abuja,Sendai,0.8762933018844714
0,Al-Iskandariyah-(Alexandria),Abuja,0.42832193158162957
0,Al-Iskandariyah-(Alexandria),Al-Qahirah-(Cairo),0.8535308501157333
0,Al-Iskandariyah-(Alexandria),Ankara,0.7782692455036201
0,Al-Iskandariyah-(Alexandria),Irbil-(Erbil),1.1132479218803355
0,Al-Iskandariyah-(Alexandria),Haerbin,0.5656483288443385
0,Al-Iskandariyah-(Alexandria),Lagos,0.6942736700520866
0,Al-Iskandariyah-(Alexandria),Tomsk,0.32759108540682824
0,Al-Iskandariyah-(Alexandria),Tehran,1.2561745956737171
0,Al-Iskandariyah-(Alexandria),Sendai,1.0494058374796427
0,Al-Qahirah-(Cairo),Abuja,0.32750710356793633
0,Al-Qahirah-(Cairo),Al-Iskandariyah-(Alexandria),0.26198750267100285
0,Al-Qahirah-(Cairo),Ankara,0.4173666560354386
0,Al-Qahirah-(Cairo),Irbil-(Erbil),1.0264053216923672
0,Al-Qahirah-(Cairo),Haerbin,0.09477852093613966
0,Al-Qahirah-(Cairo),Lagos,0.3637347552581625
0,Al-Qahirah-(Cairo),Tomsk,0.5230439925787198
0,Al-Qahirah-(Cairo),Tehran,1.1579476498536783
0,Al-Qahirah-(Cairo),Sendai,0.6923176827316162
0,Ankara,Abuja,1.1122795048257716
0,Ankara,Al-Iskandariyah-(Alexandria),1.2134447337440546
0,Ankara,Al-Qahirah-(Cairo),0.08641355854219146
0,Ankara,Irbil-(Erbil),1.082818441085847
0,Ankara,Haerbin,0.5389771774369235
0,Ankara,Lagos,0.03984767337848375
0,Ankara,Tomsk,1.007430764206651
0,Ankara,Tehran,0.3674004578326153
0,Ankara,Sendai,0.09365654435036719
