Timestamp(ms),Source,Destination, Length(Mb)
0,Abidjan,Al-Iskandariyah-(Alexandria),1.8870069670238299
0,Abidjan,Al-Qahirah-(Cairo),8.166324422676372
0,Abidjan,Ankara,10.573587144941442
0,Abidjan,Baghdad,5.420426104379597
0,Abidjan,Chukyo-M.M.A.-(Nagoya),6.237892671511037
0,Abidjan,Haerbin,9.669993987662455
0,Abidjan,Istanbul,0.3993621530421443
0,Abidjan,Lagos,5.056560268739672
0,Abidjan,Shenyang,8.915915573740792
0,Abidjan,Tehran,10.729835815462677
0,Abidjan,Tokyo,5.267714414352238
0,Al-Iskandariyah-(Alexandria),Abidjan,0.9657447355739128
0,Al-Iskandariyah-(Alexandria),Al-Qahirah-(Cairo),6.445599596942197
0,Al-Iskandariyah-(Alexandria),Ankara,11.919091926012296
0,Al-Iskandariyah-(Alexandria),Baghdad,5.80123421775437
0,Al-Iskandariyah-(Alexandria),Chukyo-M.M.A.-(Nagoya),0.7151489625612393
0,Al-Iskandariyah-(Alexandria),Haerbin,7.098616485380713
0,Al-Iskandariyah-(Alexandria),Istanbul,3.2969066912765848
0,Al-Iskandariyah-(Alexandria),Lagos,5.809319895518895
0,Al-Iskandariyah-(Alexandria),Shenyang,10.293014036195373
0,Al-Iskandariyah-(Alexandria),Tehran,0.866166705681974
0,Al-Iskandariyah-(Alexandria),Tokyo,1.4528473063048026
0,Al-Qahirah-(Cairo),Abidjan,2.87086703293393
0,Al-Qahirah-(Cairo),Al-Iskandariyah-(Alexandria),5.730973672651852
0,Al-Qahirah-(Cairo),Ankara,9.16380538507143
0,Al-Qahirah-(Cairo),Baghdad,1.0543107465141057
0,Al-Qahirah-(Cairo),Chukyo-M.M.A.-(Nagoya),7.648979690321141
0,Al-Qahirah-(Cairo),Haerbin,2.2550527359121286
0,Al-Qahirah-(Cairo),Istanbul,5.313377876738313
0,Al-Qahirah-(Cairo),Lagos,10.719341985948398
0,Al-Qahirah-(Cairo),Shenyang,3.280696153637408
0,Al-Qahirah-(Cairo),Tehran,7.474595408373931
0,Al-Qahirah-(Cairo),Tokyo,4.956317972822141
0,Ankara,Abidjan,7.163748771984141
0,Ankara,Al-Iskandariyah-(Alexandria),1.2981264942818607
0,Ankara,Al-Qahirah-(Cairo),1.4656338907211293
0,Ankara,Baghdad,3.8718229158446764
0,Ankara,Chukyo-M.M.A.-(Nagoya),3.4975129630583313
0,Ankara,Haerbin,11.521279459659384
0,Ankara,Istanbul,0.22102526508028753
0,Ankara,Lagos,1.3184626449834833
0,Ankara,Shenyang,9.460827180168403
0,Ankara,Tehran,10.349746002141746
0,Ankara,Tokyo,3.5206668766697593
0,Baghdad,Abidjan,2.829506750294199
0,Baghdad,Al-Iskandariyah-(Alexandria),10.715913789687619
0,Baghdad,Al-Qahirah-(Cairo),11.34801999338248
0,Baghdad,Ankara,3.583018539031375
0,Baghdad,Chukyo-M.M.A.-(Nagoya),5.028868446603882
0,Baghdad,Haerbin,8.421882498418757
0,Baghdad,Istanbul,3.7239128084838264
0,Baghdad,Lagos,3.395236063297037
0,Baghdad,Shenyang,0.6171191311787712
0,Baghdad,Tehran,3.320674371388551
0,Baghdad,Tokyo,5.122127782566537
0,Chukyo-M.M.A.-(Nagoya),Abidjan,9.205760140354856
0,Chukyo-M.M.A.-(Nagoya),Al-Iskandariyah-(Alexandria),0.5854276078289451
0,Chukyo-M.M.A.-(Nagoya),Al-Qahirah-(Cairo),10.352602322197907
0,Chukyo-M.M.A.-(Nagoya),Ankara,2.8004426243615343
0,Chukyo-M.M.A.-(Nagoya),Baghdad,6.979942400199869
0,Chukyo-M.M.A.-(Nagoya),Haerbin,4.541729850033571
0,Chukyo-M.M.A.-(Nagoya),Istanbul,7.065770440556493
0,Chukyo-M.M.A.-(Nagoya),Lagos,5.993902976780324
0,Chukyo-M.M.A.-(Nagoya),Shenyang,5.712856485195028
0,Chukyo-M.M.A.-(Nagoya),Tehran,0.3920236882345267
0,Chukyo-M.M.A.-(Nagoya),Tokyo,5.706209689444513
0,Haerbin,Abidjan,0.27259667300610824
0,Haerbin,Al-Iskandariyah-(Alexandria),2.033386058441138
0,Haerbin,Al-Qahirah-(Cairo),5.986964921910101
0,Haerbin,Ankara,11.7474278227815
0,Haerbin,Baghdad,3.108366268183881
0,Haerbin,Chukyo-M.M.A.-(Nagoya),9.520736517545133
0,Haerbin,Istanbul,8.30316827000148
0,Haerbin,Lagos,7.965305164356079
0,Haerbin,Shenyang,6.513609359457508
0,Haerbin,Tehran,11.111823812403902
0,Haerbin,Tokyo,10.983703688943741
0,Istanbul,Abidjan,8.855743130857869
0,Istanbul,Al-Iskandariyah-(Alexandria),8.786473000911784
0,Istanbul,Al-Qahirah-(Cairo),0.3318940572242419
0,Istanbul,Ankara,6.82166403702923
0,Istanbul,Baghdad,3.1315993372064415
0,Istanbul,Chukyo-M.M.A.-(Nagoya),11.922439116223694
0,Istanbul,Haerbin,4.3839933873061
0,Istanbul,Lagos,9.39933669139525
0,Istanbul,Shenyang,0.1828537236678196
0,Istanbul,Tehran,2.9573177108420396
0,Istanbul,Tokyo,5.8850996607855315
0,Lagos,Abidjan,2.884136876697356
0,Lagos,Al-Iskandariyah-(Alexandria),2.724395680078342
0,Lagos,Al-Qahirah-(Cairo),8.660629635793022
0,Lagos,Ankara,6.222518283063355
0,Lagos,Baghdad,9.000619081972625
0,Lagos,Chukyo-M.M.A.-(Nagoya),2.90575405410568
0,Lagos,Haerbin,9.06423143933324
0,Lagos,Istanbul,3.9189275942330806
0,Lagos,Shenyang,8.89204850644529
0,Lagos,Tehran,4.532555740371958
0,Lagos,Tokyo,11.340349821668338
0,Shenyang,Abidjan,9.217530668889431
0,Shenyang,Al-Iskandariyah-(Alexandria),5.191906686098782
0,Shenyang,Al-Qahirah-(Cairo),6.6790227039634065
0,Shenyang,Ankara,5.646876446595723
0,Shenyang,Baghdad,6.290182032940519
0,Shenyang,Chukyo-M.M.A.-(Nagoya),4.941730423134297
0,Shenyang,Haerbin,2.1822466956505444
0,Shenyang,Istanbul,3.0050305793744827
0,Shenyang,Lagos,0.465198303449057
0,Shenyang,Tehran,5.699291895723339
0,Shenyang,Tokyo,8.647748099569611
0,Tehran,Abidjan,11.168410479914728
0,Tehran,Al-Iskandariyah-(Alexandria),5.2955613337100145
0,Tehran,Al-Qahirah-(Cairo),8.135469923944376
0,Tehran,Ankara,5.759648512450669
0,Tehran,Baghdad,0.9485109529748472
0,Tehran,Chukyo-M.M.A.-(Nagoya),5.688629865393501
0,Tehran,Haerbin,9.11638349229305
0,Tehran,Istanbul,2.7950637071895916
0,Tehran,Lagos,9.465119778511546
0,Tehran,Shenyang,8.278043327245587
0,Tehran,Tokyo,10.846021257626363
0,Tokyo,Abidjan,1.271371248380368
0,Tokyo,Al-Iskandariyah-(Alexandria),10.686527584780539
0,Tokyo,Al-Qahirah-(Cairo),10.250088187389531
0,Tokyo,Ankara,4.82261319873068
0,Tokyo,Baghdad,7.744560008297286
0,Tokyo,Chukyo-M.M.A.-(Nagoya),9.753913618372893
0,Tokyo,Haerbin,2.9002968536310103
0,Tokyo,Istanbul,6.423701605693811
0,Tokyo,Lagos,3.939162136528132
0,Tokyo,Shenyang,0.9328493817168555
0,Tokyo,Tehran,5.548107115202137
